ST_YMD	VDS_ID	LANE_NO	VOL	SPD	OCC
20180801 	0010VDE30500	2	156	115.73	4.35
20180801 	0010VDE30600	2	192	105.4	7.25
20180801 	0010VDE30650	2	0	100	0
20180801 	0010VDE30700	2	214	105.8	6.98
20180801 	0010VDE30800	2	214	85	9.14
20180801 	0010VDE30900	2	284	100.93	7.56
20180801 	0010VDE31000	2	200	105.93	5.77
20180801 	0010VDS30500	2	188	97	6.03
20180801 	0010VDS30600	2	200	109	6.14
20180801 	0010VDS30650	2	0	100	0
20180801 	0010VDS30700	2	240	92.67	8.26
20180801 	0010VDS30800	2	228	67.73	10.66
20180801 	0010VDS30900	2	252	96.53	9.11
20180801 	0010VDS31000	2	268	90.6	9.27
20180801 	0010VDE30500	2	161	115.12	4.62
20180801 	0010VDE30600	2	189	108.43	6.59
20180801 	0010VDE30650	2	0	100	0
20180801 	0010VDE30700	2	201	111.32	6.57
20180801 	0010VDE30800	2	214	87.58	8.91
20180801 	0010VDE30900	2	261	95.8	7.44
20180801 	0010VDE31000	2	230	107.72	6.73
20180801 	0010VDS30500	2	187	104.95	5.89
20180801 	0010VDS30600	2	219	110.62	6.96
20180801 	0010VDS30650	2	0	100	0
20180801 	0010VDS30700	2	246	91.92	8.49
20180801 	0010VDS30800	2	224	68.67	10.12
20180801 	0010VDS30900	2	226	99.17	8.17
20180801 	0010VDS31000	2	252	89.1	9.7
20180801 	0010VDE30500	2	162	118.27	4.38
20180801 	0010VDE30600	2	166	108.73	5.68
20180801 	0010VDE30650	2	0	100	0
20180801 	0010VDE30700	2	204	111.6	6.4
20180801 	0010VDE30800	2	226	86.13	9.18
20180801 	0010VDE30900	2	252	99	6.98
20180801 	0010VDE31000	2	198	106.67	6.03
20180801 	0010VDS30500	2	212	103.4	6.64
20180801 	0010VDS30600	2	208	108.07	6.58
20180801 	0010VDS30650	2	0	100	0
20180801 	0010VDS30700	2	216	96.13	7.37
20180801 	0010VDS30800	2	228	70.67	9.72
20180801 	0010VDS30900	2	244	100.53	8.29
20180801 	0010VDS31000	2	228	95.2	7.86
20180801 	0010VDE30500	2	164	112.47	4.61
20180801 	0010VDE30600	2	176	107.67	5.66
20180801 	0010VDE30650	2	0	100	0
20180801 	0010VDE30700	2	202	115.87	5.65
20180801 	0010VDE30800	2	214	87.93	8.47
20180801 	0010VDE30900	2	224	104.67	5.99
20180801 	0010VDE31000	2	198	110.8	5.78
20180801 	0010VDS30500	2	180	105	5.27
20180801 	0010VDS30600	2	204	110.67	6.75
20180801 	0010VDS30650	2	0	100	0
20180801 	0010VDS30700	2	198	102.73	5.92
20180801 	0010VDS30800	2	208	70.4	8.85
20180801 	0010VDS30900	2	206	102.07	6.69
20180801 	0010VDS31000	2	212	92.47	7.31
20180802 	0010VDE30500	2	175	111.42	5.28
20180802 	0010VDE30600	2	208	104.85	7.96
20180802 	0010VDE30650	2	0	100	0
20180802 	0010VDE30700	2	219	104.73	7.01
20180802 	0010VDE30800	2	210	81.42	10.68
20180802 	0010VDE30900	2	295	94.76	9.07
20180802 	0010VDE31000	2	227	102.38	6.83
20180802 	0010VDS30500	2	191	100.71	6.17
20180802 	0010VDS30600	2	235	106.73	8.64
20180802 	0010VDS30650	2	0	100	0
20180802 	0010VDS30700	2	213	92.93	7.61
20180802 	0010VDS30800	2	225	66.48	10.87
20180802 	0010VDS30900	2	236	97.63	8.84
20180802 	0010VDS31000	2	219	92.2	7.77
20180802 	0010VDE30500	2	209	110.38	5.91
20180802 	0010VDE30600	2	200	108.19	7.22
20180802 	0010VDE30650	2	0	100	0
20180802 	0010VDE30700	2	210	106.11	6.63
20180802 	0010VDE30800	2	211	83.93	8.36
20180802 	0010VDE30900	2	291	94.95	8.14
20180802 	0010VDE31000	2	229	103.52	6.92
20180802 	0010VDS30500	2	123	31.08	39
20180802 	0010VDS30600	2	210	103.03	8.01
20180802 	0010VDS30650	2	0	100	0
20180802 	0010VDS30700	2	212	94.57	7.25
20180802 	0010VDS30800	2	222	68.5	11.14
20180802 	0010VDS30900	2	260	99.32	9.36
20180802 	0010VDS31000	2	220	90.83	8.38
20180802 	0010VDE30500	2	197	114.64	5.39
20180802 	0010VDE30600	2	165	108.21	5.94
20180802 	0010VDE30650	2	0	100	0
20180802 	0010VDE30700	2	222	107.73	7.02
20180802 	0010VDE30800	2	232	82.68	11
20180802 	0010VDE30900	2	258	97.83	7.49
20180802 	0010VDE31000	2	226	105.17	6.85
20180802 	0010VDS30600	2	167	42.99	21.91
20180802 	0010VDS30650	2	0	100	0
20180802 	0010VDS30700	2	207	99.61	6.33
20180802 	0010VDS30800	2	212	71.03	8.83
20180802 	0010VDS30900	2	204	103.2	6.42
20180802 	0010VDS31000	2	207	94.75	6.87
20180802 	0010VDE30500	2	160	113.86	4.39
20180802 	0010VDE30600	2	173	107.99	6.01
20180802 	0010VDE30650	2	0	100	0
20180802 	0010VDE30700	2	229	107.6	7.24
20180802 	0010VDE30800	2	212	85.69	8.89
20180802 	0010VDE30900	2	235	101.35	6.48
20180802 	0010VDE31000	2	211	109.24	5.87
20180802 	0010VDS30500	2	182	21.09	40.62
20180802 	0010VDS30600	2	122	26.36	34.09
20180802 	0010VDS30650	2	0	100	0
20180802 	0010VDS30700	2	181	99.84	6.1
20180802 	0010VDS30800	2	180	72.23	7.64
20180802 	0010VDS30900	2	178	104.44	6.24
20180802 	0010VDS31000	2	182	97.35	6.6
20180803 	0010VDE30500	2	152	108.44	4.91
20180803 	0010VDE30600	2	231	103.49	8.58
20180803 	0010VDE30650	2	0	100	0
20180803 	0010VDE30700	2	241	101.44	7.88
20180803 	0010VDE30800	2	219	77.75	10.37
20180803 	0010VDE30900	2	363	90.9	10.83
20180803 	0010VDE31000	2	211	93.63	6.74
20180803 	0010VDS30500	2	191	97.7	6.33
20180803 	0010VDS30600	2	214	103.79	7.19
20180803 	0010VDS30650	2	0	100	0
20180803 	0010VDS30700	2	186	93.09	6.53
20180803 	0010VDS30800	2	203	62.15	10.73
20180803 	0010VDS30900	2	272	91.65	9.89
20180803 	0010VDS31000	2	213	86.83	7.7
20180803 	0010VDE30500	2	166	110.5	4.97
20180803 	0010VDE30600	2	208	104.57	7.59
20180803 	0010VDE30650	2	0	100	0
20180803 	0010VDE30700	2	215	104.6	6.8
20180803 	0010VDE30800	2	222	83.17	10.11
20180803 	0010VDE30900	2	324	92.03	9.75
20180803 	0010VDE31000	2	230	100.07	7.32
20180803 	0010VDS30500	2	187	97.4	6.61
20180803 	0010VDS30600	2	212	104.87	7.08
20180803 	0010VDS30650	2	0	100	0
20180803 	0010VDS30700	2	208	91.53	7.29
20180803 	0010VDS30800	2	230	65.43	11.43
20180803 	0010VDS30900	2	275	94.17	9.98
20180803 	0010VDS31000	2	219	87.87	8.2
20180803 	0010VDE30500	2	176	109.92	4.97
20180803 	0010VDE30600	2	221	104.43	7.98
20180803 	0010VDE30650	2	0	100	0
20180803 	0010VDE30700	2	237	104.57	7.16
20180803 	0010VDE30800	2	238	83.55	10.6
20180803 	0010VDE30900	2	319	94.86	9.2
20180803 	0010VDE31000	2	230	100.33	7.53
20180803 	0010VDS30500	2	194	100.26	6.28
20180803 	0010VDS30600	2	231	107.3	7.52
20180803 	0010VDS30650	2	0	100	0
20180803 	0010VDS30700	2	213	92.75	7.52
20180803 	0010VDS30800	2	241	64.61	12.43
20180803 	0010VDS30900	2	264	96.13	8.68
20180803 	0010VDS31000	2	219	91.53	7.8
20180803 	0010VDE30500	2	171	114.2	5.09
20180803 	0010VDE30600	2	212	105.83	7.32
20180803 	0010VDE30650	2	0	100	0
20180803 	0010VDE30700	2	221	105.23	6.8
20180803 	0010VDE30800	2	227	81.85	9.21
20180803 	0010VDE30900	2	295	96.14	8.76
20180803 	0010VDE31000	2	247	101.82	7.44
20180803 	0010VDS30500	2	213	103.55	7.14
20180803 	0010VDS30600	2	219	107.55	7.28
20180803 	0010VDS30650	2	0	100	0
20180803 	0010VDS30700	2	209	95.37	7.29
20180803 	0010VDS30800	2	215	68.43	10.62
20180803 	0010VDS30900	2	246	99.46	8.67
20180803 	0010VDS31000	2	203	91.52	8.05
20180804 	0010VDE30500	2	162	110.1	4.55
20180804 	0010VDE30600	2	228	101.87	8.28
20180804 	0010VDE30650	2	0	100	0
20180804 	0010VDE30700	2	219	100.7	7.1
20180804 	0010VDE30800	2	208	78.7	10.45
20180804 	0010VDE30900	2	338	90.3	10.2
20180804 	0010VDE31000	2	238	91.93	8.18
20180804 	0010VDS30500	2	184	98.5	5.55
20180804 	0010VDS30600	2	132	111.87	6.87
20180804 	0010VDS30650	2	0	100	0
20180804 	0010VDS30700	2	199	92.2	6.84
20180804 	0010VDS30800	2	211	66.8	9.9
20180804 	0010VDS30900	2	234	97.4	8.33
20180804 	0010VDS31000	2	179	89.07	6.34
20180804 	0010VDE30500	2	174	110.77	5.33
20180804 	0010VDE30600	2	220	102.73	9.09
20180804 	0010VDE30650	2	0	100	0
20180804 	0010VDE30700	2	232	101.73	7.35
20180804 	0010VDE30800	2	226	78.63	10.59
20180804 	0010VDE30900	2	353	91.67	11
20180804 	0010VDE31000	2	234	97.77	7.52
20180804 	0010VDS30500	2	182	99.87	5.68
20180804 	0010VDS30600	2	77	108.2	3.96
20180804 	0010VDS30650	2	0	100	0
20180804 	0010VDS30700	2	190	92.6	6.44
20180804 	0010VDS30800	2	205	66.6	9.71
20180804 	0010VDS30900	2	257	97.83	8.78
20180804 	0010VDS31000	2	197	91.93	6.8
20180804 	0010VDE30500	2	177	112.77	4.99
20180804 	0010VDE30600	2	205	107.33	7.57
20180804 	0010VDE30650	2	0	100	0
20180804 	0010VDE30700	2	251	103.1	8.27
20180804 	0010VDE30800	2	248	81.53	10.85
20180804 	0010VDE30900	2	332	95.63	9.28
20180804 	0010VDE31000	2	265	98.97	8.53
20180804 	0010VDS30500	2	175	102.73	5.05
20180804 	0010VDS30600	2	181	102.9	9.72
20180804 	0010VDS30650	2	0	100	0
20180804 	0010VDS30700	2	191	98.17	5.79
20180804 	0010VDS30800	2	193	70.93	8.37
20180804 	0010VDS30900	2	211	100.97	6.72
20180804 	0010VDS31000	2	186	95.5	6.36
20180804 	0010VDE30500	2	177	117.34	4.86
20180804 	0010VDE30600	2	174	109.51	6.03
20180804 	0010VDE30650	2	0	100	0
20180804 	0010VDE30700	2	220	108.13	6.51
20180804 	0010VDE30800	2	217	87.61	8.77
20180804 	0010VDE30900	2	282	100.95	7.47
20180804 	0010VDE31000	2	255	106.37	7.51
20180804 	0010VDS30500	2	164	105.52	5.07
20180804 	0010VDS30600	2	86	105.59	5.48
20180804 	0010VDS30650	2	0	100	0
20180804 	0010VDS30700	2	185	99.11	6.25
20180804 	0010VDS30800	2	191	70.66	9.25
20180804 	0010VDS30900	2	190	105.6	6.64
20180804 	0010VDS31000	2	197	97.67	6.92
20180805 	0010VDE30500	2	157	111.24	4.88
20180805 	0010VDE30600	2	198	107.55	7.7
20180805 	0010VDE30650	2	0	100	0
20180805 	0010VDE30700	2	204	103.73	6.59
20180805 	0010VDE30800	2	197	85.7	8.63
20180805 	0010VDE30900	2	291	99.43	7.57
20180805 	0010VDE31000	2	217	104.88	6.69
20180805 	0010VDS30500	2	192	104.15	5.6
20180805 	0010VDS30600	2	215	111.78	8.66
20180805 	0010VDS30650	2	3	99.03	0.06
20180805 	0010VDS30700	2	198	99.42	6.56
20180805 	0010VDS30800	2	220	69.88	9.46
20180805 	0010VDS30900	2	241	100.89	8.14
20180805 	0010VDS31000	2	233	93.81	7.94
20180805 	0010VDE30500	2	160	114.82	4.65
20180805 	0010VDE30600	2	228	104.01	8.7
20180805 	0010VDE30650	2	0	100	0
20180805 	0010VDE30700	2	221	107.79	7.15
20180805 	0010VDE30800	2	229	85.51	9.89
20180805 	0010VDE30900	2	319	95.98	9.28
20180805 	0010VDE31000	2	226	104.7	6.92
20180805 	0010VDS30500	2	200	104.74	6.04
20180805 	0010VDS30600	2	154	117.61	5.42
20180805 	0010VDS30650	2	4	99.87	0.08
20180805 	0010VDS30700	2	209	96.53	7.5
20180805 	0010VDS30800	2	226	69.27	11.59
20180805 	0010VDS30900	2	231	99.92	8.06
20180805 	0010VDS31000	2	215	93.34	7.39
20180805 	0010VDE30500	2	168	115.8	4.51
20180805 	0010VDE30600	2	206	105.16	8
20180805 	0010VDE30650	2	0	100	0
20180805 	0010VDE30700	2	224	103.69	6.98
20180805 	0010VDE30800	2	233	82.34	9.5
20180805 	0010VDE30900	2	303	95.07	9.3
20180805 	0010VDE31000	2	233	103.94	6.8
20180805 	0010VDS30500	2	199	104.91	5.75
20180805 	0010VDS30600	2	61	123.8	1.68
20180805 	0010VDS30650	2	1	99.77	0.02
20180805 	0010VDS30700	2	194	96.82	6.33
20180805 	0010VDS30800	2	214	70.34	9.82
20180805 	0010VDS30900	2	233	99.73	8.31
20180805 	0010VDS31000	2	220	92.23	7.77
20180805 	0010VDE30500	2	178	116.3	4.52
20180805 	0010VDE30600	2	207	107.77	7.63
20180805 	0010VDE30650	2	0	100	0
20180805 	0010VDE30700	2	219	107.73	6.4
20180805 	0010VDE30800	2	237	86.5	9.5
20180805 	0010VDE30900	2	278	99.23	7.5
20180805 	0010VDE31000	2	239	105	6.84
20180805 	0010VDS30500	2	185	103.23	5.54
20180805 	0010VDS30600	2	92	119.1	3.05
20180805 	0010VDS30650	2	2	98.37	0.05
20180805 	0010VDS30700	2	202	98.8	6.46
20180805 	0010VDS30800	2	208	69.8	9.78
20180805 	0010VDS30900	2	196	103.03	6.87
20180805 	0010VDS31000	2	186	95.53	6.49
20180806 	0010VDE30500	2	177	119.27	4.94
20180806 	0010VDE30600	2	180	107.63	6.41
20180806 	0010VDE30650	2	0	100	0
20180806 	0010VDE30700	2	225	107.5	6.87
20180806 	0010VDE30800	2	213	83.3	9.85
20180806 	0010VDE30900	2	263	98.7	7.4
20180806 	0010VDE31000	2	222	105.57	6.59
20180806 	0010VDS30500	2	194	105.13	6.34
20180806 	0010VDS30600	2	210	104.8	13.72
20180806 	0010VDS30650	2	1	98	0.06
20180806 	0010VDS30700	2	199	96.27	6.61
20180806 	0010VDS30800	2	214	69.6	10.39
20180806 	0010VDS30900	2	231	105.63	7.94
20180806 	0010VDS31000	2	220	97.8	7.53
20180806 	0010VDE30500	2	166	115.59	5.21
20180806 	0010VDE30600	2	165	110.29	5.91
20180806 	0010VDE30650	2	0	100	0
20180806 	0010VDE30700	2	217	110.72	6.48
20180806 	0010VDE30800	2	216	85.94	9.27
20180806 	0010VDE30900	2	259	99.43	7.17
20180806 	0010VDE31000	2	228	108.69	6.83
20180806 	0010VDS30500	2	177	104.58	5.77
20180806 	0010VDS30600	2	180	105.29	12.61
20180806 	0010VDS30650	2	0	100	0
20180806 	0010VDS30700	2	201	96.54	6.98
20180806 	0010VDS30800	2	207	68.76	10.3
20180806 	0010VDS30900	2	192	101.93	6.56
20180806 	0010VDS31000	2	192	94.52	7.03
20180806 	0010VDE30500	2	180	118.84	5.13
20180806 	0010VDE30600	2	180	110.76	6.39
20180806 	0010VDE30650	2	0	100	0
20180806 	0010VDE30700	2	228	111.06	6.96
20180806 	0010VDE30800	2	223	86.01	8.77
20180806 	0010VDE30900	2	241	98.27	6.38
20180806 	0010VDE31000	2	226	109.29	6.82
20180806 	0010VDS30500	2	175	106.55	5.58
20180806 	0010VDS30600	2	125	112.41	4.19
20180806 	0010VDS30650	2	0	100	0
20180806 	0010VDS30700	2	178	97.11	5.71
20180806 	0010VDS30800	2	169	71.74	7.42
20180806 	0010VDS30900	2	165	103.87	5.4
20180806 	0010VDS31000	2	173	96.01	5.75
20180806 	0010VDE30500	2	151	122.03	3.76
20180806 	0010VDE30600	2	133	111.19	4.63
20180806 	0010VDE30650	2	0	100	0
20180806 	0010VDE30700	2	175	113.37	4.87
20180806 	0010VDE30800	2	173	89.25	6.88
20180806 	0010VDE30900	2	203	104.72	5.68
20180806 	0010VDE31000	2	185	114.08	5.16
20180806 	0010VDS30500	2	167	107.56	5.33
20180806 	0010VDS30600	2	117	116.69	4.33
20180806 	0010VDS30650	2	1	98.04	0.05
20180806 	0010VDS30700	2	186	101.23	5.92
20180806 	0010VDS30800	2	183	70.04	8.81
20180806 	0010VDS30900	2	165	106.65	5.6
20180806 	0010VDS31000	2	174	98.22	6.21
20180807 	0010VDE30500	2	177	116.8	4.92
20180807 	0010VDE30600	2	188	107.07	6.5
